year,yearcount,weekofyear,station_max_temp_c,station_min_temp_c,cum_rain_prior_24_wks,avg_max_temp_prior_22_wks,cum_rain_prior_24_wks_shift_0,cum_rain_prior_24_wks_shift_1,cum_rain_prior_24_wks_shift_2,cum_rain_prior_24_wks_shift_3,cum_rain_prior_24_wks_shift_4,cum_rain_prior_24_wks_shift_5,cum_rain_prior_24_wks_shift_6,cum_rain_prior_24_wks_shift_7,cum_rain_prior_24_wks_shift_8,cum_rain_prior_24_wks_shift_9,cum_rain_prior_24_wks_shift_10,cum_rain_prior_24_wks_shift_11,cum_rain_prior_24_wks_shift_12,cum_rain_prior_24_wks_shift_13,cum_rain_prior_24_wks_shift_14,cum_rain_prior_24_wks_shift_15,cum_rain_prior_24_wks_shift_16,cum_rain_prior_24_wks_shift_17,cum_rain_prior_24_wks_shift_18,cum_rain_prior_24_wks_shift_19,cum_rain_prior_24_wks_shift_20,cum_rain_prior_24_wks_shift_21,cum_rain_prior_24_wks_shift_22,cum_rain_prior_24_wks_shift_23,cum_rain_prior_24_wks_shift_24,cum_rain_prior_24_wks_shift_25,cum_rain_prior_24_wks_shift_26,cum_rain_prior_24_wks_shift_27,cum_rain_prior_24_wks_shift_28,cum_rain_prior_24_wks_shift_29,cum_rain_prior_24_wks_shift_30,cum_rain_prior_24_wks_shift_31,cum_rain_prior_24_wks_shift_32,cum_rain_prior_24_wks_shift_33,cum_rain_prior_24_wks_shift_34,cum_rain_prior_24_wks_shift_35,cum_rain_prior_24_wks_shift_36,cum_rain_prior_24_wks_shift_37,cum_rain_prior_24_wks_shift_38,cum_rain_prior_24_wks_shift_39,cum_rain_prior_24_wks_shift_40,cum_rain_prior_24_wks_shift_41,cum_rain_prior_24_wks_shift_42,cum_rain_prior_24_wks_shift_43,cum_rain_prior_24_wks_shift_44,cum_rain_prior_24_wks_shift_45
1999,8,4,28.3,21.1,1413.6949999999986,31.111363636363635,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987,613.8249999999988,597.9649999999988,544.5749999999988,493.5749999999988,544.1249999999987,491.3149999999988,471.1749999999987,471.9549999999987,540.7949999999987,567.1449999999987,637.4349999999988
1999,8,5,27.8,19.4,1389.3549999999989,30.834090909090904,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987,613.8249999999988,597.9649999999988,544.5749999999988,493.5749999999988,544.1249999999987,491.3149999999988,471.1749999999987,471.9549999999987,540.7949999999987,567.1449999999987
1999,8,6,27.8,17.8,1292.7749999999987,30.6340909090909,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987,613.8249999999988,597.9649999999988,544.5749999999988,493.5749999999988,544.1249999999987,491.3149999999988,471.1749999999987,471.9549999999987,540.7949999999987
1999,8,7,29.4,19.4,1263.6949999999988,30.40681818181817,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987,613.8249999999988,597.9649999999988,544.5749999999988,493.5749999999988,544.1249999999987,491.3149999999988,471.1749999999987,471.9549999999987
1999,8,8,28.9,18.9,1214.8649999999989,30.256818181818172,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987,613.8249999999988,597.9649999999988,544.5749999999988,493.5749999999988,544.1249999999987,491.3149999999988,471.1749999999987
1999,8,9,29.4,20.6,1179.834999999999,30.10227272727272,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987,613.8249999999988,597.9649999999988,544.5749999999988,493.5749999999988,544.1249999999987,491.3149999999988
1999,8,10,29.4,20.6,1096.9649999999988,29.99772727272726,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987,613.8249999999988,597.9649999999988,544.5749999999988,493.5749999999988,544.1249999999987
1999,8,11,31.1,20.6,878.8549999999988,29.97045454545453,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987,613.8249999999988,597.9649999999988,544.5749999999988,493.5749999999988
1999,8,12,30.6,21.1,850.8349999999988,29.82045454545453,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987,613.8249999999988,597.9649999999988,544.5749999999988
1999,8,13,30.6,21.7,840.8049999999988,29.720454545454537,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987,613.8249999999988,597.9649999999988
1999,8,14,29.4,21.1,827.4749999999988,29.643181818181805,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987,613.8249999999988
1999,8,15,30.0,21.1,720.6049999999988,29.51590909090908,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989,622.0149999999987
1999,8,16,32.2,22.8,598.9549999999988,29.588636363636354,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989,685.7049999999989
1999,8,17,31.7,22.2,591.0849999999988,29.66590909090909,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999,718.6699999999989
1999,9,18,33.9,22.2,569.2549999999987,29.87045454545454,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999,780.159999999999
1999,9,19,32.8,21.7,615.7549999999987,30.047727272727265,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988,693.249999999999
1999,9,20,33.3,23.3,627.2249999999988,30.147727272727266,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987,747.2999999999988
1999,9,21,33.3,24.4,489.54499999999877,30.29772727272726,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988,749.9999999999987
1999,9,22,33.3,23.9,474.9449999999988,30.47272727272725,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988,818.7399999999988
1999,9,23,33.9,22.8,575.2949999999988,30.699999999999985,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988,692.1699999999988
1999,9,24,31.7,23.9,667.7399999999988,30.85454545454544,667.7399999999988,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987,717.9599999999988
1999,9,25,31.1,22.8,719.2799999999988,30.904545454545442,719.2799999999988,667.7399999999988,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988,756.3999999999987
1999,9,26,31.7,25.0,736.5999999999988,31.0590909090909,736.5999999999988,719.2799999999988,667.7399999999988,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988,780.7399999999988
1999,9,27,31.1,22.8,762.7399999999988,31.209090909090904,762.7399999999988,736.5999999999988,719.2799999999988,667.7399999999988,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988,877.3199999999988
1999,9,28,32.8,23.3,792.2699999999987,31.436363636363634,792.2699999999987,762.7399999999988,736.5999999999988,719.2799999999988,667.7399999999988,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988,925.0599999999988
1999,9,29,31.1,21.7,888.6299999999987,31.513636363636362,888.6299999999987,792.2699999999987,762.7399999999988,736.5999999999988,719.2799999999988,667.7399999999988,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988,997.7899999999988
1999,9,30,32.8,23.9,897.1599999999988,31.69090909090909,897.1599999999988,888.6299999999987,792.2699999999987,762.7399999999988,736.5999999999988,719.2799999999988,667.7399999999988,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987,959.8399999999988
1999,9,31,32.8,22.8,900.5099999999987,31.84545454545454,900.5099999999987,897.1599999999988,888.6299999999987,792.2699999999987,762.7399999999988,736.5999999999988,719.2799999999988,667.7399999999988,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986,1030.6999999999987
1999,9,32,31.7,23.9,920.8399999999988,31.95,920.8399999999988,900.5099999999987,897.1599999999988,888.6299999999987,792.2699999999987,762.7399999999988,736.5999999999988,719.2799999999988,667.7399999999988,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985,1254.3099999999986
1999,9,33,31.7,25.0,952.6199999999988,31.97727272727273,952.6199999999988,920.8399999999988,900.5099999999987,897.1599999999988,888.6299999999987,792.2699999999987,762.7399999999988,736.5999999999988,719.2799999999988,667.7399999999988,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985,1265.3499999999985
1999,9,34,33.9,23.9,1086.2699999999988,32.127272727272725,1086.2699999999988,952.6199999999988,920.8399999999988,900.5099999999987,897.1599999999988,888.6299999999987,792.2699999999987,762.7399999999988,736.5999999999988,719.2799999999988,667.7399999999988,575.2949999999988,474.9449999999988,489.54499999999877,627.2249999999988,615.7549999999987,569.2549999999987,591.0849999999988,598.9549999999988,720.6049999999988,827.4749999999988,840.8049999999988,850.8349999999988,878.8549999999988,1096.9649999999988,1179.834999999999,1214.8649999999989,1263.6949999999988,1292.7749999999987,1389.3549999999989,1413.6949999999986,1452.1349999999984,1430.7649999999985,1446.7949999999985,1470.1449999999984,1457.8699999999985,1511.9199999999985,1515.2199999999984,1434.3599999999985,1461.5299999999984,1547.7399999999984,1445.8999999999985,1443.6899999999985,1378.4399999999985,1251.7399999999984,1219.6499999999985
