,year,yearcount,weekofyear,station_max_temp_c,station_min_temp_c,cum_rain_prior_24_wks,avg_max_temp_prior_22_wks,year_shift_0,yearcount_shift_0,weekofyear_shift_0,station_max_temp_c_shift_0,station_min_temp_c_shift_0,cum_rain_prior_24_wks_shift_0,avg_max_temp_prior_22_wks_shift_0,year_shift_1,yearcount_shift_1,weekofyear_shift_1,station_max_temp_c_shift_1,station_min_temp_c_shift_1,cum_rain_prior_24_wks_shift_1,avg_max_temp_prior_22_wks_shift_1,year_shift_2,yearcount_shift_2,weekofyear_shift_2,station_max_temp_c_shift_2,station_min_temp_c_shift_2,cum_rain_prior_24_wks_shift_2,avg_max_temp_prior_22_wks_shift_2,year_shift_3,yearcount_shift_3,weekofyear_shift_3,station_max_temp_c_shift_3,station_min_temp_c_shift_3,cum_rain_prior_24_wks_shift_3,avg_max_temp_prior_22_wks_shift_3,year_shift_4,yearcount_shift_4,weekofyear_shift_4,station_max_temp_c_shift_4,station_min_temp_c_shift_4,cum_rain_prior_24_wks_shift_4,avg_max_temp_prior_22_wks_shift_4
196,1994,4,35,33.9,25.6,482.1899999999997,32.572727272727256,1994,4,35,33.9,25.6,482.1899999999997,32.572727272727256,1994.0,4.0,34.0,32.8,24.4,422.27999999999975,32.54545454545452,1994.0,4.0,33.0,33.3,24.4,426.1899999999997,32.54545454545452,1994.0,4.0,32.0,33.3,23.9,408.4199999999997,32.44545454545453,1994.0,4.0,31.0,33.3,23.9,378.38999999999976,32.34545454545453
197,1994,4,36,33.3,24.4,501.6399999999997,32.67272727272725,1994,4,36,33.3,24.4,501.6399999999997,32.67272727272725,1994.0,4.0,35.0,33.9,25.6,482.1899999999997,32.572727272727256,1994.0,4.0,34.0,32.8,24.4,422.27999999999975,32.54545454545452,1994.0,4.0,33.0,33.3,24.4,426.1899999999997,32.54545454545452,1994.0,4.0,32.0,33.3,23.9,408.4199999999997,32.44545454545453
198,1994,4,37,34.4,23.9,516.1299999999997,32.87272727272725,1994,4,37,34.4,23.9,516.1299999999997,32.87272727272725,1994.0,4.0,36.0,33.3,24.4,501.6399999999997,32.67272727272725,1994.0,4.0,35.0,33.9,25.6,482.1899999999997,32.572727272727256,1994.0,4.0,34.0,32.8,24.4,422.27999999999975,32.54545454545452,1994.0,4.0,33.0,33.3,24.4,426.1899999999997,32.54545454545452
199,1994,4,38,32.2,24.4,555.3499999999997,32.97272727272725,1994,4,38,32.2,24.4,555.3499999999997,32.97272727272725,1994.0,4.0,37.0,34.4,23.9,516.1299999999997,32.87272727272725,1994.0,4.0,36.0,33.3,24.4,501.6399999999997,32.67272727272725,1994.0,4.0,35.0,33.9,25.6,482.1899999999997,32.572727272727256,1994.0,4.0,34.0,32.8,24.4,422.27999999999975,32.54545454545452
200,1994,4,39,33.9,23.3,611.2299999999998,33.07272727272725,1994,4,39,33.9,23.3,611.2299999999998,33.07272727272725,1994.0,4.0,38.0,32.2,24.4,555.3499999999997,32.97272727272725,1994.0,4.0,37.0,34.4,23.9,516.1299999999997,32.87272727272725,1994.0,4.0,36.0,33.3,24.4,501.6399999999997,32.67272727272725,1994.0,4.0,35.0,33.9,25.6,482.1899999999997,32.572727272727256
201,1994,4,40,34.4,24.4,611.8599999999998,33.12272727272725,1994,4,40,34.4,24.4,611.8599999999998,33.12272727272725,1994.0,4.0,39.0,33.9,23.3,611.2299999999998,33.07272727272725,1994.0,4.0,38.0,32.2,24.4,555.3499999999997,32.97272727272725,1994.0,4.0,37.0,34.4,23.9,516.1299999999997,32.87272727272725,1994.0,4.0,36.0,33.3,24.4,501.6399999999997,32.67272727272725
202,1994,4,41,35.0,23.9,628.5599999999997,33.272727272727245,1994,4,41,35.0,23.9,628.5599999999997,33.272727272727245,1994.0,4.0,40.0,34.4,24.4,611.8599999999998,33.12272727272725,1994.0,4.0,39.0,33.9,23.3,611.2299999999998,33.07272727272725,1994.0,4.0,38.0,32.2,24.4,555.3499999999997,32.97272727272725,1994.0,4.0,37.0,34.4,23.9,516.1299999999997,32.87272727272725
203,1994,4,42,35.0,23.9,636.1299999999998,33.349999999999966,1994,4,42,35.0,23.9,636.1299999999998,33.349999999999966,1994.0,4.0,41.0,35.0,23.9,628.5599999999997,33.272727272727245,1994.0,4.0,40.0,34.4,24.4,611.8599999999998,33.12272727272725,1994.0,4.0,39.0,33.9,23.3,611.2299999999998,33.07272727272725,1994.0,4.0,38.0,32.2,24.4,555.3499999999997,32.97272727272725
204,1994,4,43,32.8,23.3,737.1899999999997,33.299999999999976,1994,4,43,32.8,23.3,737.1899999999997,33.299999999999976,1994.0,4.0,42.0,35.0,23.9,636.1299999999998,33.349999999999966,1994.0,4.0,41.0,35.0,23.9,628.5599999999997,33.272727272727245,1994.0,4.0,40.0,34.4,24.4,611.8599999999998,33.12272727272725,1994.0,4.0,39.0,33.9,23.3,611.2299999999998,33.07272727272725
205,1994,4,44,32.2,24.4,726.0999999999997,33.24999999999998,1994,4,44,32.2,24.4,726.0999999999997,33.24999999999998,1994.0,4.0,43.0,32.8,23.3,737.1899999999997,33.299999999999976,1994.0,4.0,42.0,35.0,23.9,636.1299999999998,33.349999999999966,1994.0,4.0,41.0,35.0,23.9,628.5599999999997,33.272727272727245,1994.0,4.0,40.0,34.4,24.4,611.8599999999998,33.12272727272725
206,1994,4,45,31.7,22.2,740.8399999999997,33.19999999999998,1994,4,45,31.7,22.2,740.8399999999997,33.19999999999998,1994.0,4.0,44.0,32.2,24.4,726.0999999999997,33.24999999999998,1994.0,4.0,43.0,32.8,23.3,737.1899999999997,33.299999999999976,1994.0,4.0,42.0,35.0,23.9,636.1299999999998,33.349999999999966,1994.0,4.0,41.0,35.0,23.9,628.5599999999997,33.272727272727245
207,1994,4,46,32.8,22.2,766.4199999999995,33.19999999999998,1994,4,46,32.8,22.2,766.4199999999995,33.19999999999998,1994.0,4.0,45.0,31.7,22.2,740.8399999999997,33.19999999999998,1994.0,4.0,44.0,32.2,24.4,726.0999999999997,33.24999999999998,1994.0,4.0,43.0,32.8,23.3,737.1899999999997,33.299999999999976,1994.0,4.0,42.0,35.0,23.9,636.1299999999998,33.349999999999966
208,1994,4,47,33.9,23.3,735.0499999999995,33.249999999999986,1994,4,47,33.9,23.3,735.0499999999995,33.249999999999986,1994.0,4.0,46.0,32.8,22.2,766.4199999999995,33.19999999999998,1994.0,4.0,45.0,31.7,22.2,740.8399999999997,33.19999999999998,1994.0,4.0,44.0,32.2,24.4,726.0999999999997,33.24999999999998,1994.0,4.0,43.0,32.8,23.3,737.1899999999997,33.299999999999976
209,1994,4,48,31.7,21.1,738.7499999999994,33.19999999999999,1994,4,48,31.7,21.1,738.7499999999994,33.19999999999999,1994.0,4.0,47.0,33.9,23.3,735.0499999999995,33.249999999999986,1994.0,4.0,46.0,32.8,22.2,766.4199999999995,33.19999999999998,1994.0,4.0,45.0,31.7,22.2,740.8399999999997,33.19999999999998,1994.0,4.0,44.0,32.2,24.4,726.0999999999997,33.24999999999998
210,1994,4,49,30.0,22.2,746.3599999999994,33.09999999999999,1994,4,49,30.0,22.2,746.3599999999994,33.09999999999999,1994.0,4.0,48.0,31.7,21.1,738.7499999999994,33.19999999999999,1994.0,4.0,47.0,33.9,23.3,735.0499999999995,33.249999999999986,1994.0,4.0,46.0,32.8,22.2,766.4199999999995,33.19999999999998,1994.0,4.0,45.0,31.7,22.2,740.8399999999997,33.19999999999998
211,1994,4,50,31.7,21.7,733.6899999999995,33.077272727272714,1994,4,50,31.7,21.7,733.6899999999995,33.077272727272714,1994.0,4.0,49.0,30.0,22.2,746.3599999999994,33.09999999999999,1994.0,4.0,48.0,31.7,21.1,738.7499999999994,33.19999999999999,1994.0,4.0,47.0,33.9,23.3,735.0499999999995,33.249999999999986,1994.0,4.0,46.0,32.8,22.2,766.4199999999995,33.19999999999998
212,1994,4,51,31.7,22.2,718.2999999999995,33.027272727272724,1994,4,51,31.7,22.2,718.2999999999995,33.027272727272724,1994.0,4.0,50.0,31.7,21.7,733.6899999999995,33.077272727272714,1994.0,4.0,49.0,30.0,22.2,746.3599999999994,33.09999999999999,1994.0,4.0,48.0,31.7,21.1,738.7499999999994,33.19999999999999,1994.0,4.0,47.0,33.9,23.3,735.0499999999995,33.249999999999986
213,1995,4,52,32.8,22.2,779.9599999999997,33.00454545454544,1995,4,52,32.8,22.2,779.9599999999997,33.00454545454544,1994.0,4.0,51.0,31.7,22.2,718.2999999999995,33.027272727272724,1994.0,4.0,50.0,31.7,21.7,733.6899999999995,33.077272727272714,1994.0,4.0,49.0,30.0,22.2,746.3599999999994,33.09999999999999,1994.0,4.0,48.0,31.7,21.1,738.7499999999994,33.19999999999999
214,1995,4,1,31.7,20.0,736.6799999999997,32.93181818181818,1995,4,1,31.7,20.0,736.6799999999997,32.93181818181818,1995.0,4.0,52.0,32.8,22.2,779.9599999999997,33.00454545454544,1994.0,4.0,51.0,31.7,22.2,718.2999999999995,33.027272727272724,1994.0,4.0,50.0,31.7,21.7,733.6899999999995,33.077272727272714,1994.0,4.0,49.0,30.0,22.2,746.3599999999994,33.09999999999999
215,1995,4,2,30.0,21.7,733.8899999999996,32.78181818181818,1995,4,2,30.0,21.7,733.8899999999996,32.78181818181818,1995.0,4.0,1.0,31.7,20.0,736.6799999999997,32.93181818181818,1995.0,4.0,52.0,32.8,22.2,779.9599999999997,33.00454545454544,1994.0,4.0,51.0,31.7,22.2,718.2999999999995,33.027272727272724,1994.0,4.0,50.0,31.7,21.7,733.6899999999995,33.077272727272714
216,1995,4,3,28.9,20.0,744.9199999999997,32.58181818181818,1995,4,3,28.9,20.0,744.9199999999997,32.58181818181818,1995.0,4.0,2.0,30.0,21.7,733.8899999999996,32.78181818181818,1995.0,4.0,1.0,31.7,20.0,736.6799999999997,32.93181818181818,1995.0,4.0,52.0,32.8,22.2,779.9599999999997,33.00454545454544,1994.0,4.0,51.0,31.7,22.2,718.2999999999995,33.027272727272724
217,1995,4,4,32.8,20.6,714.8899999999996,32.58181818181818,1995,4,4,32.8,20.6,714.8899999999996,32.58181818181818,1995.0,4.0,3.0,28.9,20.0,744.9199999999997,32.58181818181818,1995.0,4.0,2.0,30.0,21.7,733.8899999999996,32.78181818181818,1995.0,4.0,1.0,31.7,20.0,736.6799999999997,32.93181818181818,1995.0,4.0,52.0,32.8,22.2,779.9599999999997,33.00454545454544
218,1995,4,5,31.7,21.1,697.1199999999997,32.481818181818184,1995,4,5,31.7,21.1,697.1199999999997,32.481818181818184,1995.0,4.0,4.0,32.8,20.6,714.8899999999996,32.58181818181818,1995.0,4.0,3.0,28.9,20.0,744.9199999999997,32.58181818181818,1995.0,4.0,2.0,30.0,21.7,733.8899999999996,32.78181818181818,1995.0,4.0,1.0,31.7,20.0,736.6799999999997,32.93181818181818
219,1995,4,6,32.8,20.0,693.8799999999997,32.45909090909091,1995,4,6,32.8,20.0,693.8799999999997,32.45909090909091,1995.0,4.0,5.0,31.7,21.1,697.1199999999997,32.481818181818184,1995.0,4.0,4.0,32.8,20.6,714.8899999999996,32.58181818181818,1995.0,4.0,3.0,28.9,20.0,744.9199999999997,32.58181818181818,1995.0,4.0,2.0,30.0,21.7,733.8899999999996,32.78181818181818
220,1995,4,7,32.2,20.6,633.9699999999998,32.35909090909092,1995,4,7,32.2,20.6,633.9699999999998,32.35909090909092,1995.0,4.0,6.0,32.8,20.0,693.8799999999997,32.45909090909091,1995.0,4.0,5.0,31.7,21.1,697.1199999999997,32.481818181818184,1995.0,4.0,4.0,32.8,20.6,714.8899999999996,32.58181818181818,1995.0,4.0,3.0,28.9,20.0,744.9199999999997,32.58181818181818
221,1995,4,8,31.7,21.7,614.5199999999996,32.33636363636364,1995,4,8,31.7,21.7,614.5199999999996,32.33636363636364,1995.0,4.0,7.0,32.2,20.6,633.9699999999998,32.35909090909092,1995.0,4.0,6.0,32.8,20.0,693.8799999999997,32.45909090909091,1995.0,4.0,5.0,31.7,21.1,697.1199999999997,32.481818181818184,1995.0,4.0,4.0,32.8,20.6,714.8899999999996,32.58181818181818
222,1995,4,9,30.6,20.0,553.4099999999996,32.186363636363645,1995,4,9,30.6,20.0,553.4099999999996,32.186363636363645,1995.0,4.0,8.0,31.7,21.7,614.5199999999996,32.33636363636364,1995.0,4.0,7.0,32.2,20.6,633.9699999999998,32.35909090909092,1995.0,4.0,6.0,32.8,20.0,693.8799999999997,32.45909090909091,1995.0,4.0,5.0,31.7,21.1,697.1199999999997,32.481818181818184
223,1995,4,10,30.0,21.1,514.1899999999996,31.986363636363645,1995,4,10,30.0,21.1,514.1899999999996,31.986363636363645,1995.0,4.0,9.0,30.6,20.0,553.4099999999996,32.186363636363645,1995.0,4.0,8.0,31.7,21.7,614.5199999999996,32.33636363636364,1995.0,4.0,7.0,32.2,20.6,633.9699999999998,32.35909090909092,1995.0,4.0,6.0,32.8,20.0,693.8799999999997,32.45909090909091
224,1995,4,11,31.7,21.1,477.7399999999996,31.83636363636365,1995,4,11,31.7,21.1,477.7399999999996,31.83636363636365,1995.0,4.0,10.0,30.0,21.1,514.1899999999996,31.986363636363645,1995.0,4.0,9.0,30.6,20.0,553.4099999999996,32.186363636363645,1995.0,4.0,8.0,31.7,21.7,614.5199999999996,32.33636363636364,1995.0,4.0,7.0,32.2,20.6,633.9699999999998,32.35909090909092
225,1995,4,12,31.7,18.9,477.1099999999996,31.686363636363648,1995,4,12,31.7,18.9,477.1099999999996,31.686363636363648,1995.0,4.0,11.0,31.7,21.1,477.7399999999996,31.83636363636365,1995.0,4.0,10.0,30.0,21.1,514.1899999999996,31.986363636363645,1995.0,4.0,9.0,30.6,20.0,553.4099999999996,32.186363636363645,1995.0,4.0,8.0,31.7,21.7,614.5199999999996,32.33636363636364
226,1995,4,13,30.0,20.0,460.4099999999996,31.559090909090923,1995,4,13,30.0,20.0,460.4099999999996,31.559090909090923,1995.0,4.0,12.0,31.7,18.9,477.1099999999996,31.686363636363648,1995.0,4.0,11.0,31.7,21.1,477.7399999999996,31.83636363636365,1995.0,4.0,10.0,30.0,21.1,514.1899999999996,31.986363636363645,1995.0,4.0,9.0,30.6,20.0,553.4099999999996,32.186363636363645
227,1995,4,14,32.8,19.4,384.83999999999963,31.58636363636365,1995,4,14,32.8,19.4,384.83999999999963,31.58636363636365,1995.0,4.0,13.0,30.0,20.0,460.4099999999996,31.559090909090923,1995.0,4.0,12.0,31.7,18.9,477.1099999999996,31.686363636363648,1995.0,4.0,11.0,31.7,21.1,477.7399999999996,31.83636363636365,1995.0,4.0,10.0,30.0,21.1,514.1899999999996,31.986363636363645
228,1995,4,15,32.8,22.8,278.7499999999996,31.63636363636364,1995,4,15,32.8,22.8,278.7499999999996,31.63636363636364,1995.0,4.0,14.0,32.8,19.4,384.83999999999963,31.58636363636365,1995.0,4.0,13.0,30.0,20.0,460.4099999999996,31.559090909090923,1995.0,4.0,12.0,31.7,18.9,477.1099999999996,31.686363636363648,1995.0,4.0,11.0,31.7,21.1,477.7399999999996,31.83636363636365
229,1995,4,16,32.8,21.1,279.7799999999996,31.63636363636364,1995,4,16,32.8,21.1,279.7799999999996,31.63636363636364,1995.0,4.0,15.0,32.8,22.8,278.7499999999996,31.63636363636364,1995.0,4.0,14.0,32.8,19.4,384.83999999999963,31.58636363636365,1995.0,4.0,13.0,30.0,20.0,460.4099999999996,31.559090909090923,1995.0,4.0,12.0,31.7,18.9,477.1099999999996,31.686363636363648
230,1995,4,17,31.1,21.7,247.51999999999958,31.509090909090915,1995,4,17,31.1,21.7,247.51999999999958,31.509090909090915,1995.0,4.0,16.0,32.8,21.1,279.7799999999996,31.63636363636364,1995.0,4.0,15.0,32.8,22.8,278.7499999999996,31.63636363636364,1995.0,4.0,14.0,32.8,19.4,384.83999999999963,31.58636363636365,1995.0,4.0,13.0,30.0,20.0,460.4099999999996,31.559090909090923
231,1995,5,18,34.4,22.2,236.30999999999958,31.631818181818186,1995,5,18,34.4,22.2,236.30999999999958,31.631818181818186,1995.0,4.0,17.0,31.1,21.7,247.51999999999958,31.509090909090915,1995.0,4.0,16.0,32.8,21.1,279.7799999999996,31.63636363636364,1995.0,4.0,15.0,32.8,22.8,278.7499999999996,31.63636363636364,1995.0,4.0,14.0,32.8,19.4,384.83999999999963,31.58636363636365
232,1995,5,19,34.4,22.8,234.15999999999957,31.831818181818186,1995,5,19,34.4,22.8,234.15999999999957,31.831818181818186,1995.0,5.0,18.0,34.4,22.2,236.30999999999958,31.631818181818186,1995.0,4.0,17.0,31.1,21.7,247.51999999999958,31.509090909090915,1995.0,4.0,16.0,32.8,21.1,279.7799999999996,31.63636363636364,1995.0,4.0,15.0,32.8,22.8,278.7499999999996,31.63636363636364
233,1995,5,20,31.1,21.7,336.2599999999996,31.80454545454546,1995,5,20,31.1,21.7,336.2599999999996,31.80454545454546,1995.0,5.0,19.0,34.4,22.8,234.15999999999957,31.831818181818186,1995.0,5.0,18.0,34.4,22.2,236.30999999999958,31.631818181818186,1995.0,4.0,17.0,31.1,21.7,247.51999999999958,31.509090909090915,1995.0,4.0,16.0,32.8,21.1,279.7799999999996,31.63636363636364
234,1995,5,21,31.7,22.2,494.9299999999996,31.80454545454546,1995,5,21,31.7,22.2,494.9299999999996,31.80454545454546,1995.0,5.0,20.0,31.1,21.7,336.2599999999996,31.80454545454546,1995.0,5.0,19.0,34.4,22.8,234.15999999999957,31.831818181818186,1995.0,5.0,18.0,34.4,22.2,236.30999999999958,31.631818181818186,1995.0,4.0,17.0,31.1,21.7,247.51999999999958,31.509090909090915
235,1995,5,22,33.3,23.3,673.8199999999995,31.82727272727273,1995,5,22,33.3,23.3,673.8199999999995,31.82727272727273,1995.0,5.0,21.0,31.7,22.2,494.9299999999996,31.80454545454546,1995.0,5.0,20.0,31.1,21.7,336.2599999999996,31.80454545454546,1995.0,5.0,19.0,34.4,22.8,234.15999999999957,31.831818181818186,1995.0,5.0,18.0,34.4,22.2,236.30999999999958,31.631818181818186
236,1995,5,23,31.1,22.8,779.8599999999994,31.8,1995,5,23,31.1,22.8,779.8599999999994,31.8,1995.0,5.0,22.0,33.3,23.3,673.8199999999995,31.82727272727273,1995.0,5.0,21.0,31.7,22.2,494.9299999999996,31.80454545454546,1995.0,5.0,20.0,31.1,21.7,336.2599999999996,31.80454545454546,1995.0,5.0,19.0,34.4,22.8,234.15999999999957,31.831818181818186
237,1995,5,24,32.8,22.8,728.5899999999996,31.92727272727273,1995,5,24,32.8,22.8,728.5899999999996,31.92727272727273,1995.0,5.0,23.0,31.1,22.8,779.8599999999994,31.8,1995.0,5.0,22.0,33.3,23.3,673.8199999999995,31.82727272727273,1995.0,5.0,21.0,31.7,22.2,494.9299999999996,31.80454545454546,1995.0,5.0,20.0,31.1,21.7,336.2599999999996,31.80454545454546
238,1995,5,25,33.3,24.4,755.1499999999994,32.127272727272725,1995,5,25,33.3,24.4,755.1499999999994,32.127272727272725,1995.0,5.0,24.0,32.8,22.8,728.5899999999996,31.92727272727273,1995.0,5.0,23.0,31.1,22.8,779.8599999999994,31.8,1995.0,5.0,22.0,33.3,23.3,673.8199999999995,31.82727272727273,1995.0,5.0,21.0,31.7,22.2,494.9299999999996,31.80454545454546
239,1995,5,26,33.9,24.4,757.1899999999994,32.17727272727273,1995,5,26,33.9,24.4,757.1899999999994,32.17727272727273,1995.0,5.0,25.0,33.3,24.4,755.1499999999994,32.127272727272725,1995.0,5.0,24.0,32.8,22.8,728.5899999999996,31.92727272727273,1995.0,5.0,23.0,31.1,22.8,779.8599999999994,31.8,1995.0,5.0,22.0,33.3,23.3,673.8199999999995,31.82727272727273
240,1995,5,27,34.4,25.0,760.3799999999992,32.3,1995,5,27,34.4,25.0,760.3799999999992,32.3,1995.0,5.0,26.0,33.9,24.4,757.1899999999994,32.17727272727273,1995.0,5.0,25.0,33.3,24.4,755.1499999999994,32.127272727272725,1995.0,5.0,24.0,32.8,22.8,728.5899999999996,31.92727272727273,1995.0,5.0,23.0,31.1,22.8,779.8599999999994,31.8
241,1995,5,28,34.4,24.4,786.2699999999992,32.37272727272727,1995,5,28,34.4,24.4,786.2699999999992,32.37272727272727,1995.0,5.0,27.0,34.4,25.0,760.3799999999992,32.3,1995.0,5.0,26.0,33.9,24.4,757.1899999999994,32.17727272727273,1995.0,5.0,25.0,33.3,24.4,755.1499999999994,32.127272727272725,1995.0,5.0,24.0,32.8,22.8,728.5899999999996,31.92727272727273
242,1995,5,29,33.9,25.0,822.8499999999992,32.45,1995,5,29,33.9,25.0,822.8499999999992,32.45,1995.0,5.0,28.0,34.4,24.4,786.2699999999992,32.37272727272727,1995.0,5.0,27.0,34.4,25.0,760.3799999999992,32.3,1995.0,5.0,26.0,33.9,24.4,757.1899999999994,32.17727272727273,1995.0,5.0,25.0,33.3,24.4,755.1499999999994,32.127272727272725
243,1995,5,30,33.3,23.9,924.4899999999992,32.52272727272726,1995,5,30,33.3,23.9,924.4899999999992,32.52272727272726,1995.0,5.0,29.0,33.9,25.0,822.8499999999992,32.45,1995.0,5.0,28.0,34.4,24.4,786.2699999999992,32.37272727272727,1995.0,5.0,27.0,34.4,25.0,760.3799999999992,32.3,1995.0,5.0,26.0,33.9,24.4,757.1899999999994,32.17727272727273
244,1995,5,31,33.9,23.9,985.1999999999994,32.67272727272726,1995,5,31,33.9,23.9,985.1999999999994,32.67272727272726,1995.0,5.0,30.0,33.3,23.9,924.4899999999992,32.52272727272726,1995.0,5.0,29.0,33.9,25.0,822.8499999999992,32.45,1995.0,5.0,28.0,34.4,24.4,786.2699999999992,32.37272727272727,1995.0,5.0,27.0,34.4,25.0,760.3799999999992,32.3
245,1995,5,32,33.9,23.3,1004.9899999999992,32.84999999999999,1995,5,32,33.9,23.3,1004.9899999999992,32.84999999999999,1995.0,5.0,31.0,33.9,23.9,985.1999999999994,32.67272727272726,1995.0,5.0,30.0,33.3,23.9,924.4899999999992,32.52272727272726,1995.0,5.0,29.0,33.9,25.0,822.8499999999992,32.45,1995.0,5.0,28.0,34.4,24.4,786.2699999999992,32.37272727272727
246,1995,5,33,34.4,25.6,1009.0399999999993,32.97272727272725,1995,5,33,34.4,25.6,1009.0399999999993,32.97272727272725,1995.0,5.0,32.0,33.9,23.3,1004.9899999999992,32.84999999999999,1995.0,5.0,31.0,33.9,23.9,985.1999999999994,32.67272727272726,1995.0,5.0,30.0,33.3,23.9,924.4899999999992,32.52272727272726,1995.0,5.0,29.0,33.9,25.0,822.8499999999992,32.45
247,1995,5,34,33.3,23.3,1084.1499999999992,33.04545454545452,1995,5,34,33.3,23.3,1084.1499999999992,33.04545454545452,1995.0,5.0,33.0,34.4,25.6,1009.0399999999993,32.97272727272725,1995.0,5.0,32.0,33.9,23.3,1004.9899999999992,32.84999999999999,1995.0,5.0,31.0,33.9,23.9,985.1999999999994,32.67272727272726,1995.0,5.0,30.0,33.3,23.9,924.4899999999992,32.52272727272726
248,1995,5,35,32.2,24.4,1100.549999999999,33.145454545454534,1995,5,35,32.2,24.4,1100.549999999999,33.145454545454534,1995.0,5.0,34.0,33.3,23.3,1084.1499999999992,33.04545454545452,1995.0,5.0,33.0,34.4,25.6,1009.0399999999993,32.97272727272725,1995.0,5.0,32.0,33.9,23.3,1004.9899999999992,32.84999999999999,1995.0,5.0,31.0,33.9,23.9,985.1999999999994,32.67272727272726
249,1995,5,36,34.4,23.9,1120.7799999999988,33.2181818181818,1995,5,36,34.4,23.9,1120.7799999999988,33.2181818181818,1995.0,5.0,35.0,32.2,24.4,1100.549999999999,33.145454545454534,1995.0,5.0,34.0,33.3,23.3,1084.1499999999992,33.04545454545452,1995.0,5.0,33.0,34.4,25.6,1009.0399999999993,32.97272727272725,1995.0,5.0,32.0,33.9,23.3,1004.9899999999992,32.84999999999999
250,1995,5,37,35.0,24.4,1161.069999999999,33.31818181818181,1995,5,37,35.0,24.4,1161.069999999999,33.31818181818181,1995.0,5.0,36.0,34.4,23.9,1120.7799999999988,33.2181818181818,1995.0,5.0,35.0,32.2,24.4,1100.549999999999,33.145454545454534,1995.0,5.0,34.0,33.3,23.3,1084.1499999999992,33.04545454545452,1995.0,5.0,33.0,34.4,25.6,1009.0399999999993,32.97272727272725
251,1995,5,38,35.6,25.0,1282.4699999999993,33.44545454545453,1995,5,38,35.6,25.0,1282.4699999999993,33.44545454545453,1995.0,5.0,37.0,35.0,24.4,1161.069999999999,33.31818181818181,1995.0,5.0,36.0,34.4,23.9,1120.7799999999988,33.2181818181818,1995.0,5.0,35.0,32.2,24.4,1100.549999999999,33.145454545454534,1995.0,5.0,34.0,33.3,23.3,1084.1499999999992,33.04545454545452
252,1995,5,39,34.4,25.6,1313.7599999999989,33.59545454545453,1995,5,39,34.4,25.6,1313.7599999999989,33.59545454545453,1995.0,5.0,38.0,35.6,25.0,1282.4699999999993,33.44545454545453,1995.0,5.0,37.0,35.0,24.4,1161.069999999999,33.31818181818181,1995.0,5.0,36.0,34.4,23.9,1120.7799999999988,33.2181818181818,1995.0,5.0,35.0,32.2,24.4,1100.549999999999,33.145454545454534
253,1995,5,40,32.2,23.9,1375.499999999999,33.49545454545453,1995,5,40,32.2,23.9,1375.499999999999,33.49545454545453,1995.0,5.0,39.0,34.4,25.6,1313.7599999999989,33.59545454545453,1995.0,5.0,38.0,35.6,25.0,1282.4699999999993,33.44545454545453,1995.0,5.0,37.0,35.0,24.4,1161.069999999999,33.31818181818181,1995.0,5.0,36.0,34.4,23.9,1120.7799999999988,33.2181818181818
254,1995,5,41,32.2,24.4,1421.1299999999994,33.395454545454534,1995,5,41,32.2,24.4,1421.1299999999994,33.395454545454534,1995.0,5.0,40.0,32.2,23.9,1375.499999999999,33.49545454545453,1995.0,5.0,39.0,34.4,25.6,1313.7599999999989,33.59545454545453,1995.0,5.0,38.0,35.6,25.0,1282.4699999999993,33.44545454545453,1995.0,5.0,37.0,35.0,24.4,1161.069999999999,33.31818181818181
255,1995,5,42,33.9,23.3,1455.8399999999995,33.52272727272726,1995,5,42,33.9,23.3,1455.8399999999995,33.52272727272726,1995.0,5.0,41.0,32.2,24.4,1421.1299999999994,33.395454545454534,1995.0,5.0,40.0,32.2,23.9,1375.499999999999,33.49545454545453,1995.0,5.0,39.0,34.4,25.6,1313.7599999999989,33.59545454545453,1995.0,5.0,38.0,35.6,25.0,1282.4699999999993,33.44545454545453
256,1995,5,43,32.2,23.3,1501.5699999999995,33.54545454545453,1995,5,43,32.2,23.3,1501.5699999999995,33.54545454545453,1995.0,5.0,42.0,33.9,23.3,1455.8399999999995,33.52272727272726,1995.0,5.0,41.0,32.2,24.4,1421.1299999999994,33.395454545454534,1995.0,5.0,40.0,32.2,23.9,1375.499999999999,33.49545454545453,1995.0,5.0,39.0,34.4,25.6,1313.7599999999989,33.59545454545453
257,1995,5,44,33.9,23.3,1412.249999999999,33.57272727272726,1995,5,44,33.9,23.3,1412.249999999999,33.57272727272726,1995.0,5.0,43.0,32.2,23.3,1501.5699999999995,33.54545454545453,1995.0,5.0,42.0,33.9,23.3,1455.8399999999995,33.52272727272726,1995.0,5.0,41.0,32.2,24.4,1421.1299999999994,33.395454545454534,1995.0,5.0,40.0,32.2,23.9,1375.499999999999,33.49545454545453
258,1995,5,45,31.7,23.3,1207.6299999999992,33.599999999999994,1995,5,45,31.7,23.3,1207.6299999999992,33.599999999999994,1995.0,5.0,44.0,33.9,23.3,1412.249999999999,33.57272727272726,1995.0,5.0,43.0,32.2,23.3,1501.5699999999995,33.54545454545453,1995.0,5.0,42.0,33.9,23.3,1455.8399999999995,33.52272727272726,1995.0,5.0,41.0,32.2,24.4,1421.1299999999994,33.395454545454534
